id,kvkid,latitude,Ulatitude,longitude1,statename,zone,district,kvkname,address,address_og,yearsetup_chk,exposure,vulnerability,historicalhazard,futurehazard,risk,kvktype,longitude,Ulongitude,idmaster,location,Ulocation,match,idusing,lat,v3,_merge
1,357,27.670551,27.67055,95.866623,Arunachal Pradesh,ICAR-Agricultural Technology Research Application Institute (Zone VI),Lohit,Krishi Vigyan Kendra Lohit,"Krishi Vigyan Kendra,Distt. Lohit","Krishi Vigyan Kendra,Distt. Lohit",2007,567,74,280,49,183,ICAR,95.86662,95.86662,325,Lohit,Lohit,1,568,27.670551,95.866623,3
15,369,27.351909,27.45778,96.015299,Arunachal Pradesh,ICAR-Agricultural Technology Research Application Institute (Zone VI),Longding,Krishi Vigyan Kendra Changlang,"Krishi Vigyan Kendra,Niaunu vill.P.S Longding,Distt. Longding-Arunachal Pradesh","Krishi Vigyan Kendra,Niaunu vill.P.S Longding,Distt. Longding-Arunachal Pradesh",2017,,,,,,State Govt,96.0153,95.51583,688,Longding,Longding,1,556,27.457777,95.515831,3
9,410,26.592646,26.59265,94.767611,Nagaland,ICAR-Agricultural Technology Application Research Institute(Zone VII:earlier Zone III),Longleng (Nagaland),Krishi Vigyan Kendra Longleng,"Krishi Vigyan Kendra,      Naga Kaho Junction, Kukphang Village,      Distt. Longleng (Nagaland)","Krishi Vigyan Kendra,      Naga Kaho Junction, Kukphang Village,      Distt. Longleng (Nagaland)",2011,,,,,,ICAR,94.76761,94.76761,649,Longleng (Nagaland),Longleng,.98872775,498,26.592646,94.767609,3
11,367,28.125745,28.12575,95.834878,Arunachal Pradesh,ICAR-Agricultural Technology Research Application Institute (Zone VI),Lower Dibang Valley,Krishi Vigyan Kendra Lower Dibang Valley,"Krishi Vigyan Kendra,Distt. Agril. Officer, Roing,Distt. Lower Dibang Valley","Krishi Vigyan Kendra,Distt. Agril. Officer, Roing,Distt. Lower Dibang Valley",2004,573,66,200,71,154,State Govt,95.83488,95.83488,226,Lower Dibang Valley,Lower Dibang Valley,1,587,28.125746,95.834877,3
3,359,27.515863,27.51586,93.78418499999999,Arunachal Pradesh,ICAR-Agricultural Technology Research Application Institute (Zone VI),Lower Subansiri,Krishi Vigyan Kendra Lower Subansiri,"Krishi Vigyan Kendra,Jachhapa, (Yachuli),Distt. Lower Subansiri","Krishi Vigyan Kendra,Jachhapa, (Yachuli),Distt. Lower Subansiri",2006,556,115,435,41,232,State Govt,93.78418,93.78419,495,Lower Subansiri,Lower Subansiri,1,560,27.515863,93.784187,3
43,175,26.805157,26.80516,80.93362399999999,Uttar Pradesh,ICAR-Agricultural Technology Application Research Institute (Zone III: earlier Zone IV),Lucknow,Krishi Vigyan Kendra Lucknow,"Krishi Vigyan Kendra,IISR, Raibareilly Road,Distt. Lucknow-202 002","Krishi Vigyan Kendra,IISR, Raibareilly Road,Distt. Lucknow-202 002",1994,137,528,187,369,471,ICAR,80.93362,80.93362,203,Lucknow,Lucknow,1,516,26.805157,80.933624,3
5,39,30.92277,30.92277,75.348358,Punjab,ICAR-Agricultural Technology Application Research Institute(Zone I),Ludhiana,Krishi Vigyan Kendra Ludhiana,"Krishi Vigyan Kendra,Samrala,Distt. Ludhiana-141 114","Krishi Vigyan Kendra,Samrala,Distt. Ludhiana-141 114",2004,213,571,15,416,424,SAU,75.34836,75.34836,17,Ludhiana,Ludhiana,1,661,30.92277,75.348358,3
7,400,22.953755,22.95375,92.932096,Mizoram,ICAR-Agricultural Technology Application Research Institute(Zone VII:earlier Zone III),Lunglei,Krishi Vigyan Kendra Lunglei,"Krishi Vigyan Kendra,      KVK Hnathial, Govt. of Mizoram,      Distt. Lunglei-796701","Krishi Vigyan Kendra,      KVK Hnathial, Govt. of Mizoram,      Distt. Lunglei-796701",1995,395,42,280,268,117,State Govt,92.9321,92.9321,313,Lunglei,Lunglei,1,276,22.953754,92.932098,3
21,229,25.929036,25.92904,86.793475,Bihar,ICAR-Agricultural Technology Application Research Institute (Zone IV),Madhepura,Krishi Vigyan Kendra Madhepura,"Krishi Vigyan Kendra,Distt. Madhepura-852113","Krishi Vigyan Kendra,Distt. Madhepura-852113",2002,46,474,270,40,140,SAU,86.79348,86.79347,295,Madhepura,Madhepura,1,443,25.929035,86.793472,3
40,213,24.799078,26.40715,85.039698,Bihar,ICAR-Agricultural Technology Application Research Institute (Zone IV),Madhubani,Krishi Vigyan Kendra Gaya,"Krishi Vigyan Kendra,State Seed Multiplication Farm, SuketDistt. Madhubani, Bihar","Krishi Vigyan Kendra,State Seed Multiplication Farm, SuketDistt. Madhubani, Bihar",2019,49,189,233,425,91,SAU,85.0397,85.83447,255,Madhubani,Madhubani 1,.99678302,483,26.407152,85.834465,3
27,236,26.407152,26.40715,85.834467,Bihar,ICAR-Agricultural Technology Application Research Institute (Zone IV),Madhubani,Krishi Vigyan Kendra Madhubani,"Krishi Vigyan Kendra,S.K. Choudhary Educaitonal Trust, Basaith, Vill. Chandpura,Distt. Madhubani-847102","Krishi Vigyan Kendra,S.K. Choudhary Educaitonal Trust, Basaith, Vill. Chandpura,Distt. Madhubani-847102",1994,49,189,233,425,91,NGO,85.83447,85.83447,256,Madhubani,Madhubani 1,.99934071,483,26.407152,85.834465,3
9,584,12.236884,9.969856,79.649951,Tamilnadu,ICAR-Agricultural Technology Application Research Institute(Zone X : earlier Zone V),Madurai,Krishi Vigyan Kendra Madurai(SAU),"Krishi Vigyan Kendra,Agricultural College & Research Institute,Distt. Madurai-625 104","Krishi Vigyan Kendra,Agricultural College & Research Institute,Distt. Madurai-625 104",2004,295,478,81,554,559,SAU,79.64995,78.20399,106,Madurai,Madurai,1,716,9.9698563,78.203995,3
3,135,27.589185,27.58919,78.068179,Uttar Pradesh,ICAR-Agricultural Technology Application Research Institute (Zone III: earlier Zone IV),Mahamaya Nagar,Krishi Vigyan Kendra Mahamaya Nagar,"Krishi Vigyan Kendra,At Jau-Inyatpur, Sikandara-Rau Tehsil,Distt. Mahamaya Nagar-","Krishi Vigyan Kendra,At Jau-Inyatpur, Sikandara-Rau Tehsil,Distt. Mahamaya Nagar-",2009,,,,,,SAU,78.06818,78.06818,661,Mahamaya Nagar,Mahamaya Nagar,1,565,27.589186,78.068176,3
25,157,27.250851,27.25085,83.77570900000001,Uttar Pradesh,ICAR-Agricultural Technology Application Research Institute (Zone III: earlier Zone IV),Maharajganj,Krishi Vigyan Kendra Maharajganj,"Krishi Vigyan Kendra,Basuli,Distt. Maharajganj-273153","Krishi Vigyan Kendra,Basuli,Distt. Maharajganj-273153",2004,62,397,146,347,146,SAU,83.77571,83.77571,159,Maharajganj,Maharajganj,1,543,27.250851,83.775711,3
12,510,21.063173,21.06317,82.08447,Chhattisgarh,ICAR-Agricultural Technology Application Research Institute(Zone IX:earlier Zone VII),Mahasamund,Krishi Vigyan Kendra Mahasamund,"Krishi Vigyan Kendra,Trimurty Colony,Distt. Mahasamund","Krishi Vigyan Kendra,Trimurty Colony,Distt. Mahasamund",2004,252,147,494,158,221,SAU,82.08447,82.08447,552,Mahasamund,Mahasamund,1,191,21.063173,82.084473,3
6,76,28.271882,28.27188,76.15682200000001,Haryana,ICAR-Agricultural Technology Application Research Institute (Zone II: earlier Zone VI,Mahendergarh,Krishi Vigyan Kendra Mohendergarh,"Krishi Vigyan Kendra,      Distt. Mahendergarh-123029","Krishi Vigyan Kendra,      Distt. Mahendergarh-123029",2002,107,369,16,378,21,SAU,76.15682,76.15682,19,Mahendergarh,Mahendragarh,.99595928,591,28.271881,76.156822,3
31,163,25.270313,25.27031,79.57433,Uttar Pradesh,ICAR-Agricultural Technology Application Research Institute (Zone III: earlier Zone IV),Mahoba,Krishi Vigyan Kendra Mahoba,"Krishi Vigyan Kendra,Zonal Agricultural Research Station, Belatal,PO. Jaitpur,Distt. Mahoba-210423","Krishi Vigyan Kendra,Zonal Agricultural Research Station, Belatal,PO. Jaitpur,Distt. Mahoba-210423",2004,130,107,243,195,47,SAU,79.57433,79.57433,266,Mahoba,Mahoba,1,393,25.270313,79.574333,3
30,162,27.224427,27.22443,79.048475,Uttar Pradesh,ICAR-Agricultural Technology Application Research Institute (Zone III: earlier Zone IV),Mainpuri,Krishi Vigyan Kendra Mainpuri,"Krishi Vigyan Kendra,Regional Research Station,Distt. Mainpuri-205001","Krishi Vigyan Kendra,Regional Research Station,Distt. Mainpuri-205001",2004,95,475,353,237,415,SAU,79.04847,79.04848,383,Mainpuri,Mainpuri,1,539,27.224426,79.048477,3
3,684,10.852594,10.85259,75.986052,Kerala,ICAR-Agricultural Technology Application Research Institute(Zone XI: earlier Zone VIII),Malappuram,Krishi Vigyan Kendra Malapuram(SAU),"Krishi Vigyan Kendra,      Kellappaji College of Agriculture      Engineering & Technology,      Tavanur,      Distt. Malappuram-679 573","Krishi Vigyan Kendra,      Kellappaji College of Agriculture      Engineering & Technology,      Tavanur,      Distt. Malappuram-679 573",2004,83,363,192,295,142,SAU,75.98605,75.98605,208,Malappuram,Malappuram,1,10,10.852594,75.986053,3
19,325,.,26.70181,,West Bengal,ICAR-Agricultural Technology Application Research Institute(Zone V: earlier Zone II),Malda,"Krishi Vigyan Kendra, North 24 Pargana(West Bengal)","Krishi Vigyan Kendra,Malda(West Bengal).","Krishi Vigyan Kendra,Malda(West Bengal).",2016,61,492,64,105,62,ICAR,.,88.38084,71,Malda,Malda1,.99535775,506,26.701809,88.380844,3
8,314,26.701808,26.70181,88.380842,West Bengal,ICAR-Agricultural Technology Application Research Institute(Zone V: earlier Zone II),Malda,Krishi Vigyan Kendra Malda,"Krishi Vigyan Kendra,Block Seed FarmPO.Ratua (Manik Chowk)Distt. Malda-732 205","Krishi Vigyan Kendra,Block Seed FarmPO.Ratua (Manik Chowk)Distt. Malda-732 205",2004,61,492,64,105,62,SAU,88.38084,88.38084,72,Malda,Malda1,.99930596,506,26.701809,88.380844,3
3,396,23.833902,23.8339,92.62742799999999,Mizoram,ICAR-Agricultural Technology Application Research Institute(Zone VII:earlier Zone III),Mammit,Krishi Vigyan Kendra Mamit,"Krishi Vigyan Kendra,      Lengpui,      Distt. Mammit","Krishi Vigyan Kendra,      Lengpui,      Distt. Mammit",2005,497,56,549,269,356,State Govt,92.62743,92.62743,612,Mammit,Mamit,.99907422,316,23.833902,92.627426,3
8,8,31.538406,31.53841,76.89633600000001,Himachal Pradesh,ICAR-Agricultural Technology Application Research Institute(Zone I),Mandi,Krishi Vigyan Kendra Mandi,"Krishi Vigyan Kendra,Sundernagar,Distt. Mandi-174 402","Krishi Vigyan Kendra,Sundernagar,Distt. Mandi-174 402",1994,381,100,359,9,30,SAU,76.89634,76.89634,391,Mandi,Mandi,1,673,31.538406,76.896339,3
5,528,22.595679,22.59568,80.359915,Madhya Pradesh,ICAR-Agricultural Technology Application Research Institute(Zone IX:earlier Zone VII),Mandla,Krishi Vigyan Kendra Mandla,"Krishi Vigyan Kendra,C/o S.K. TripathiHouse No.207, Near Subha Motor, Katla,Distt. Mandla-","Krishi Vigyan Kendra,C/o S.K. TripathiHouse No.207, Near Subha Motor, Katla,Distt. Mandla-",2006,336,90,494,130,192,SAU,80.35992,80.35992,549,Mandla,Mandla,1,255,22.595678,80.359917,3
19,542,24.012249,24.01225,75.354035,Madhya Pradesh,ICAR-Agricultural Technology Application Research Institute(Zone IX:earlier Zone VII),Mandsaur,Krishi Vigyan Kendra Mandsaur,"Krishi Vigyan Kendra,College of Horticulture,Distt. Mandsaur-458001","Krishi Vigyan Kendra,College of Horticulture,Distt. Mandsaur-458001",2004,261,204,359,352,298,SAU,75.35403,75.35403,413,Mandsaur,Mandsaur,1,322,24.012249,75.354034,3
10,658,12.568617,12.56862,76.835691,Karnataka,ICAR-Agricultural Technology Application Research Institute(Zone XI: earlier Zone VIII),Mandya,Krishi Vigyan Kendra Mandya(SAU),"Krishi     Krishi  Vigyan  Kendra      VC Farm,      Distt. Mandya-571 405","Krishi     Krishi  Vigyan  Kendra      VC Farm,      Distt. Mandya-571 405",2004,300,371,435,123,385,SAU,76.83569,76.83569,511,Mandya,Mandya,1,35,12.568617,76.835693,3
2,36,30.004147,30.00415,75.342232,Punjab,ICAR-Agricultural Technology Application Research Institute(Zone I),Mansa,Krishi Vigyan Kendra Mansa,"KrishiVigyan Kendra,Khokhar Khurd,Distt. Mansa","KrishiVigyan Kendra,Khokhar Khurd,Distt. Mansa",2006,256,482,26,316,132,SAU,75.34223,75.34223,30,Mansa,Mansa,1,639,30.004147,75.342232,3
62,194,27.460609,27.46061,77.700772,Uttar Pradesh,ICAR-Agricultural Technology Application Research Institute (Zone III: earlier Zone IV),Mathura,Krishi Vigyan Kendra Mathura,"Krishi Vigyan Kendra, Dairy Farm,Veterinary College,Distt. Mathura-281001","Krishi Vigyan Kendra, Dairy Farm,Veterinary College,Distt. Mathura-281001",1984,102,495,61,314,165,SAU,77.70077,77.70078,68,Mathura,Mathura,1,557,27.460609,77.700775,3
54,186,26.13735,26.13735,83.39410100000001,Uttar Pradesh,ICAR-Agricultural Technology Application Research Institute (Zone III: earlier Zone IV),Mau,Krishi Vigyan Kendra Mau,"Krishi Vigyan Kendra,Pilkhi, PO. HaldhapurDistt. Mau-221705","Krishi Vigyan Kendra,Pilkhi, PO. HaldhapurDistt. Mau-221705",1989,36,483,420,435,495,SAU,83.3941,83.3941,465,Mau,Mau,1,458,26.13735,83.394104,3
11,284,21.9265,21.9265,86.690556,Odisha,ICAR-Agricultural Technology Application Research Institute(Zone V: earlier Zone II),Mayurbhanj,Krishi Vigyan Kendra Mayurbhanj,"Krishi Vigyan Kendra,      At/PO. Shyamakhunta      Distt. Mayurbhanj-757 049","Krishi Vigyan Kendra,      At/PO. Shyamakhunta      Distt. Mayurbhanj-757 049",2005,297,169,278,337,201,SAU,86.69056,86.69056,303,Mayurbhanj,Mayurbhanj 1,.99947971,224,21.9265,86.690559,3
32,305,21.932297,21.9323,86.67999399999999,Odisha,ICAR-Agricultural Technology Application Research Institute(Zone V: earlier Zone II),Mayurbhanj,Krishi Vigyan Kendra Mayurbhanj - II,"Krishi    Vigyan Kendra      Vill.-    Angarapada, Tehsil- Jashipur,      Distt.-    Mayurbhanj","Krishi    Vigyan Kendra      Vill.-    Angarapada, Tehsil- Jashipur,      Distt.-    Mayurbhanj",2012,297,169,278,337,201,SAU,86.67999,86.67999,302,Mayurbhanj,Mayurbhanj 2,.99941874,225,21.932297,86.679993,3
7,639,17.712679,17.71268,77.61250099999999,Telangana,ICAR-Agricultural Technology Application Research Institute(Zone X : earlier Zone V),Medak,Krishi Vigyan Kendra Medak,"DDS- Krishi Vigyan Kendra, PO.Box No.214,Near Allana factory, Didigi Village, Zaheerabad-502220, Medak","DDS- Krishi Vigyan Kendra, PO.Box No.214,Near Allana factory, Didigi Village, Zaheerabad-502220, Medak",1995,296,205,435,407,401,NGO,77.6125,77.6125,512,Medak,Medak,1,108,17.712679,77.612503,3
49,181,29.157179,29.15718,77.994004,Uttar Pradesh,ICAR-Agricultural Technology Application Research Institute (Zone III: earlier Zone IV),Meerut,Krishi Vigyan Kendra Meerut,"Swami Kalyan Dev Krishi Vigyan Kendra, Hastinapur,Distt. Meerut-250 404","Swami Kalyan Dev Krishi Vigyan Kendra, Hastinapur,Distt. Meerut-250 404",1992,63,561,177,207,467,SAU,77.994,77.994,195,Meerut,Meerut,1,613,29.157179,77.994003,3
8,474,23.522521,23.52252,72.457803,Gujarat,ICAR-Agricultural Technology Research Application Institute (Zone VIII),Mehsana,Krishi Vigyan Kendra Mehsana,"Krishi Vigyan Kendra,      Kherva,      Distt. Mehsana-382711","Krishi Vigyan Kendra,      Kherva,      Distt. Mehsana-382711",2005,143,420,113,530,459,NGO,72.4578,72.4578,137,Mehsana,Mehsana,1,302,23.52252,72.457802,3
64,196,25.073915,25.07392,82.58991399999999,Uttar Pradesh,ICAR-Agricultural Technology Application Research Institute (Zone III: earlier Zone IV),Mirzapur,Krishi Vigyan Kendra Mirzapur,"Krishi Vigyan Kendra,Barakachha Farm, PO. Belhara Institute of Agricultural Science,Distt. Mirzapur-231001","Krishi Vigyan Kendra,Barakachha Farm, PO. Belhara Institute of Agricultural Science,Distt. Mirzapur-231001",1984,255,293,335,171,228,CAU,82.58991,82.58991,363,Mirzapur,Mirzapur,1,382,25.073915,82.589912,3
3,37,30.65565,30.65565,75.108029,Punjab,ICAR-Agricultural Technology Application Research Institute(Zone I),Moga,Krishi Vigyan Kendra Moga,"Krishi Vigyan Kendra,VPO. Budh Singh Wala,Distt. Moga-142 001","Krishi Vigyan Kendra,VPO. Budh Singh Wala,Distt. Moga-142 001",2005,154,548,3,4,1,SAU,75.10803,75.10803,4,Moga,Moga,1,657,30.655649,75.108032,3
7,408,26.322439,26.32244,94.513335,Nagaland,ICAR-Agricultural Technology Application Research Institute(Zone VII:earlier Zone III),Mokokchung,Krishi Vigyan Kendra Mokokchung,"Krishi Vigyan Kendra,      KVK Yisemyong, SARS, P.Box No.23,      Distt. Mokokchung -798601","Krishi Vigyan Kendra,      KVK Yisemyong, SARS, P.Box No.23,      Distt. Mokokchung -798601",2002,489,190,280,271,291,State Govt,94.51333,94.51334,337,Mokokchung,Mokokchung,1,474,26.322439,94.513336,3
2,403,26.591922,26.59192,94.898871,Nagaland,ICAR-Agricultural Technology Application Research Institute(Zone VII:earlier Zone III),Mon,Krishi Vigyan Kendra Mon,"Krishi Vigyan Kendra,      Aboi,      Distt. Mon-","Krishi Vigyan Kendra,      Aboi,      Distt. Mon-",2006,550,7,435,264,150,State Govt,94.89887,94.89887,486,Mon,Mon,1,497,26.591923,94.898872,3
22,154,28.5998,28.5998,78.7972,Uttar Pradesh,ICAR-Agricultural Technology Application Research Institute (Zone III: earlier Zone IV),Moradabad,Krishi Vigyan Kendra Moradabad,"Krishi Vigyan Kendra,Rustamnagar, Bilari,Distt. Moradabad-202411","Krishi Vigyan Kendra,Rustamnagar, Bilari,Distt. Moradabad-202411",2004,24,521,273,221,371,SAU,78.7972,78.7972,297,Moradabad,Moradabad-I,.99935687,604,28.5998,78.797203,3
30,496,22.811989,22.81268,70.823616,Gujarat,ICAR-Agricultural Technology Research Application Institute (Zone VIII),Morbi (Gujarat),Krishi Vigyan Kendra  Morbi,Krishi  Vigyan Kendra    Distt.  – Morbi (Gujarat),Krishi  Vigyan Kendra    Distt.  – Morbi (Gujarat),2016,,,,,,ICAR,70.82362,70.82281,646,Morbi (Gujarat),Morbi,.97405303,268,22.812675,70.822807,3
14,537,26.479682,26.47968,77.989407,Madhya Pradesh,ICAR-Agricultural Technology Application Research Institute(Zone IX:earlier Zone VII),Morena,Krishi Vigyan Kendra Morena,"Krishi Vigyan Kendra,PO. Jaura Khurd, AB Road,Distt. Morena-476001","Krishi Vigyan Kendra,PO. Jaura Khurd, AB Road,Distt. Morena-476001",2004,280,339,280,37,159,SAU,77.98941,77.98941,321,Morena,Morena,1,487,26.479683,77.98941,3
24,354,26.279535,26.27954,92.312535,Assam,ICAR-Agricultural Technology Research Application Institute (Zone VI),Morigaon,Krishi Vigyan Kendra Morigaon,"Krishi Vigyan Kendra,Morigaon, District","Krishi Vigyan Kendra,Morigaon, District",2014,251,292,494,62,285,SAU,92.31253,92.31254,560,Morigaon,Morigaon,1,469,26.279535,92.312538,3
7,41,30.446098,30.4461,74.508022,Punjab,ICAR-Agricultural Technology Application Research Institute(Zone I),Muktsar,Krishi Vigyan Kendra Muktsar,"Krishi Vigyan Kendra,Goneana,Distt. Muktsar-152 026","Krishi Vigyan Kendra,Goneana,Distt. Muktsar-152 026",2004,245,484,21,445,188,SAU,74.50802,74.50802,24,Muktsar,Muktsar,1,651,30.446098,74.508018,3
24,522,22.0672,22.1564,81.6401,Chhattisgarh,ICAR-Agricultural Technology Application Research Institute(Zone IX:earlier Zone VII),Mungeli,Krishi Vigyan Kendra Mungeli,"Krishi Vigyan Kendra Village Gidhpuri & Chatarkhar, Distt. Mungeli, Chhatisgarh","Krishi Vigyan Kendra Village Gidhpuri & Chatarkhar, Distt. Mungeli, Chhatisgarh",2017,,,,,,SAU,81.6401,81.383,654,Mungeli,Mungeli,1,234,22.156401,81.383003,3
34,243,25.378927,25.37893,86.473257,Bihar,ICAR-Agricultural Technology Application Research Institute (Zone IV),Munger,Krishi Vigyan Kendra Munger,"Krishi Vigyan Kendra,PO. Shankarpur,Distt. Munger-811201","Krishi Vigyan Kendra,PO. Shankarpur,Distt. Munger-811201",1979,,,,,,SAU,86.47326,86.47326,670,Munger,Munger,1,401,25.378927,86.473259,3
23,330,.,23.433,,West Bengal,ICAR-Agricultural Technology Application Research Institute(Zone V: earlier Zone II),Murshidabad,Krishi Vigyan KendraMilebasa,"Krishi Vigyan Kendra,Village Milebasa(Digha),            PS Bhagwangola,Distt. Murshidabad, West. Bengal.","Krishi Vigyan Kendra,Village Milebasa(Digha),            PS Bhagwangola,Distt. Murshidabad, West. Bengal.",2006,10,531,147,308,268,SAU,.,88.4917,161,Murshidabad,Murshidabad ,.99920952,299,23.433001,88.491699,3
1,307,24.28125,23.433,88.29249299999999,West Bengal,ICAR-Agricultural Technology Application Research Institute(Zone V: earlier Zone II),Murshidabad,Krishi Vigyan Kendra Murshidabad,"Krishi Vigyan Kendra,Village Milebasa,PO.Kalukhali, P.S. Bhagwangola,Distt. Murshidabad-742135","Krishi Vigyan Kendra,Village Milebasa,PO.Kalukhali, P.S. Bhagwangola,Distt. Murshidabad-742135",2006,10,531,147,308,268,SAU,88.29249,88.4917,160,Murshidabad,Murshidabad ,.99961805,299,23.433001,88.491699,3
85,202,27.8085,23.433,78.6461,Uttar Pradesh,ICAR-Agricultural Technology Application Research Institute (Zone III: earlier Zone IV),Muradabad,Krishi Vigyan Kendra Kasganj,"Krishi Vigyan Kendra,ChittauraVill. Rajkiya Krishi Prakshetra Malpura Block, Tehsil Thakurdwara.Distt. Muradabad, Uttar Pradesh","Krishi Vigyan Kendra,ChittauraVill. Rajkiya Krishi Prakshetra Malpura Block, Tehsil Thakurdwara.Distt. Muradabad, Uttar Pradesh",2020,,,,,,SAU,78.6461,88.4917,706,Muradabad,Murshidabad ,.95913529,299,23.433001,88.491699,3
82,203,26.1541,29.48333,81.8142,Uttar Pradesh,ICAR-Agricultural Technology Application Research Institute (Zone III: earlier Zone IV),Muzaffarnagar,Krishi Vigyan Kendra Amethi,"Krishi Vigyan Kendra,Village Chittaura, Block & Tehsil- Jansath, Distt. Muzaffarnagar, Uttar Pradesh.","Krishi Vigyan Kendra,Village Chittaura, Block & Tehsil- Jansath, Distt. Muzaffarnagar, Uttar Pradesh.",2018,52,520,145,446,395,SAU,81.8142,77.7,157,Muzaffarnagar,Muzaffarnagar-I,.99776244,623,29.483334,77.699997,3
42,174,29.483333,29.48333,77.7,Uttar Pradesh,ICAR-Agricultural Technology Application Research Institute (Zone III: earlier Zone IV),Muzaffarnagar,Krishi Vigyan Kendra Muzaffarnagar,"Krishi Vigyan Kendra,Baghara,Jalalpur,Distt. Muzaffarnagar-251 053","Krishi Vigyan Kendra,Baghara,Jalalpur,Distt. Muzaffarnagar-251 053",1994,52,520,145,446,395,SAU,77.7,77.7,158,Muzaffarnagar,Muzaffarnagar-I,.99970031,623,29.483334,77.699997,3
37,246,.,26.15505,,Bihar,ICAR-Agricultural Technology Application Research Institute (Zone IV),Sadikpur Muzaffarpur,Krishi Vigyan Kendra Muzaffarpur,"Krishi Vigyan Kendra,Mural Block, SadikpurMuzaffarpur","Krishi Vigyan Kendra,Mural Block, SadikpurMuzaffarpur",2016,9,322,350,508,388,SAU,.,85.04671,378,Sadikpur Muzaffarpur,Muzaffarpur,.96432966,459,26.155052,85.046707,3
22,230,26.155053,26.15505,85.04670400000001,Bihar,ICAR-Agricultural Technology Application Research Institute (Zone IV),Muzaffarpur,Krishi Vigyan Kendra Muzaffarpur,"Krishi Vigyan Kendra,At+ PO. SarayaDistt. Muzaffarpur-843126,","Krishi Vigyan Kendra,At+ PO. SarayaDistt. Muzaffarpur-843126,",1997,9,322,350,508,388,SAU,85.0467,85.04671,379,Muzaffarpur,Muzaffarpur,1,459,26.155052,85.046707,3
21,669,12.301705,12.30171,76.655102,Karnataka,ICAR-Agricultural Technology Application Research Institute(Zone XI: earlier Zone VIII),Mysore,Krishi Vigyan Kendra Mysore (NGO),"Krishi Vigyan Kendra,      Suttur, Nanjangud Taluk,      Distt. Mysore-571 129","Krishi Vigyan Kendra,      Suttur, Nanjangud Taluk,      Distt. Mysore-571 129",1994,192,253,280,216,187,NGO,76.6551,76.65511,326,Mysore,Mysuru,.8917442,32,12.301705,76.655106,3
14,287,.,19.66326,,Odisha,ICAR-Agricultural Technology Application Research Institute(Zone V: earlier Zone II),Nabarangpur,Krishi Vigyan Kendra Navarangpur,"Krishi Vigyan Kendra,      At/PO, Badakumari, Umerkote,      Distt. Nabarangpur-764 073","Krishi Vigyan Kendra,      At/PO, Badakumari, Umerkote,      Distt. Nabarangpur-764 073",2004,259,72,435,222,148,SAU,.,82.19338,484,Nabarangpur,Nabarangpur,1,144,19.663261,82.193382,3
22,329,.,22.97269,,West Bengal,ICAR-Agricultural Technology Application Research Institute(Zone V: earlier Zone II),Nadia,Krishi Vigyan Kendra Nadia,"Krishi Vigyan Kendra,Eastern Regionsl Station (NDRI)Kalyani Distt. Nadia","Krishi Vigyan Kendra,Eastern Regionsl Station (NDRI)Kalyani Distt. Nadia",2016,1,543,97,426,283,ICAR,.,88.49511,111,Nadia,Nadia ,.99535775,278,22.972687,88.49511,3
10,316,22.972687,22.97269,88.495109,West Bengal,ICAR-Agricultural Technology Application Research Institute(Zone V: earlier Zone II),Nadia,Krishi Vigyan Kendra Nadia,"Krishi Vigyan Kendra,PO.Gayeshpur,Distt. Nadia-741 234","Krishi Vigyan Kendra,PO.Gayeshpur,Distt. Nadia-741 234",2004,1,543,97,426,283,SAU,88.49511,88.49511,112,Nadia,Nadia ,.99930596,278,22.972687,88.49511,3
14,344,27.232226,26.3626,94.105625,Assam,ICAR-Agricultural Technology Research Application Institute (Zone VI),Nagaon,Krishi Vigyan Kendra Nagaon,"Krishi Vigyan Kendra,P.Box No.33, Shillongani, RARS, NagaonDistt. Nagaon-782001","Krishi Vigyan Kendra,P.Box No.33, Shillongani, RARS, NagaonDistt. Nagaon-782001",2004,228,435,545,220,514,SAU,94.10563,92.64622,599,Nagaon,Nagaon,1,476,26.362598,92.646225,3
14,589,10.754979,10.75498,79.799353,Tamilnadu,ICAR-Agricultural Technology Application Research Institute(Zone X : earlier Zone V),Nagapattinam,Krishi Vigyan Kendra Nagapattinam (SAU),"Krishi Vigyan Kendra,Sikkal,Distt. Nagapattinam-611 108","Krishi Vigyan Kendra,Sikkal,Distt. Nagapattinam-611 108",2004,66,479,47,562,528,SAU,79.79935,79.79935,51,Nagapattinam,Nagapattinam  ,.9996109,7,10.754979,79.799355,3
11,99,27.169532,27.16953,73.78291400000001,Rajasthan,ICAR-Agricultural Technology Application Research Institute (Zone II: earlier Zone VI,Nagaur,Krishi Vigyan Kendra Nagaur,"Krishi Vigyan Kendra,PO. No. 36, Athiyasan,Distt. Nagaur-341 001","Krishi Vigyan Kendra,PO. No. 36, Athiyasan,Distt. Nagaur-341 001",1992,408,6,81,544,77,SAU,73.78291,73.78291,97,Nagaur,Nagaur 1,.99850744,534,27.169533,73.782913,3
34,122,27.311475,27.31148,74.75492,Rajasthan,ICAR-Agricultural Technology Application Research Institute (Zone II: earlier Zone VI,Nagaur,Krishi Vigyan Kendra Nagaur ,"Krishi Vigyan KendraVill. Mauza- Maulasar, Tehsil-Didwana, Distt. Nagaur","Krishi Vigyan KendraVill. Mauza- Maulasar, Tehsil-Didwana, Distt. Nagaur",2012,408,6,81,544,77,SAU,74.75492,74.75492,98,Nagaur,Nagaur 2,.99842834,548,27.311476,74.754921,3
